IDENT;NOPOSTE;SEXE;AGE;DIPLOME;STATUT;CONTRAT;TEMPS;HEURES;MOTIF_ABS;SALAIRE_NET;PRIME;ANCIENNETE;SECTEUR;REGION
05256415;1;1;38;3;1;1;9;35;;2 909,63;;13;GZ;11
05256738;1;2;59;6;3;8;1;60;;0,00;;-1;BE;84
05256738;2;2;59;6;3;8;9;36;;0,00;;-1;JZ;44
05258281;1;1;40;1;1;9;1;42;;1 260,56;;2;RU;84
05258911;1;2;60;1;3;8;1;45;;0,00;;-1;MN;44
05260470;1;1;43;7;1;1;1;33;;5 406,97;927,05;2;FZ;84
05261989;1;2;55;5;1;1;1;36;;3 893,47;;10;OQ;11
05262285;1;1;40;3;1;2;1;36;;2 305,71;1 156,16;8;MN;52
05262782;1;2;44;5;1;1;1;24;;2 614,86;;3;FZ;11
05263272;1;2;49;3;1;1;1;23;1;3 289,91;;33;AZ;75
05269888;1;2;47;6;1;1;1;38;1;3 468,10;;6;OQ;11
05269992;1;1;60;6;1;1;1;34;;3 925,68;;1;MN;44
05270800;1;2;20;4;1;1;1;39;9;3 008,47;2 567,47;1;MN;53
05271091;1;1;43;3;1;9;1;33;;3 401,54;;2;OQ;28
05271874;1;2;41;3;3;8;1;58;;0,00;;-1;HZ;11
05272308;1;2;50;3;1;1;2;24;;729,59;;9;OQ;28
05272962;1;2;56;3;1;1;1;30;;2 720,55;723,03;2;HZ;84
05276464;1;2;41;5;1;1;1;99;1;1 857,69;;0;GZ;75
05276464;2;2;41;5;1;1;2;18;;2 836,99;4 722,49;25;BE;76
05278214;1;1;55;2;2;1;1;50;;5 345,36;;8;MN;76
05281097;1;1;31;6;1;1;1;99;;2 669,05;;2;BE;84
05281097;2;1;31;6;1;1;1;42;;4 088,67;1 171,47;15;BE;11
05281273;1;1;26;2;1;1;1;31;5;1 901,78;1 397,29;10;BE;84
05282601;1;1;33;6;1;1;1;37;1;3 498,92;3 321,94;1;GZ;28
05282643;1;2;56;5;1;1;9;27;;999 999,00;;5;FZ;84
05283328;1;1;53;4;2;1;1;29;;5 197,66;;3;AZ;11
05283853;1;1;49;3;1;1;1;40;;3 092,79;;5;OQ;75
05285199;1;1;57;1;1;1;1;44;;1 281,54;;0;GZ;93
05285501;1;1;55;9;1;1;1;43;;1 869,36;;1;JZ;84
05286969;1;2;58;4;1;1;9;10;;2 282,59;4 208,79;6;MN;11
05287811;1;1;38;1;1;9;1;43;;1 288,28;;2;OQ;75
05288268;1;2;22;4;2;1;1;38;;2 692,47;1 157,52;6;HZ;76
05288480;1;1;52;1;1;1;1;50;;2 174,10;1 832,07;11;GZ;11
05288545;1;1;25;3;3;8;2;21;;0,00;;-1;GZ;11
05294797;1;2;47;1;3;8;1;45;;0,00;;-1;OQ;75
05295929;1;1;41;1;2;1;1;46;;1 301,34;;8;JZ;11
05296371;1;1;55;1;1;2;1;30;;1 827,60;;2;MN;84
05297899;1;1;26;2;1;1;1;32;;3 007,84;;9;GZ;84
05297948;1;2;64;1;1;1;2;12;;1 165,47;;4;HZ;32
05299736;1;2;38;1;2;1;1;35;1;1 643,10;;14;GZ;76
05301830;1;1;31;4;1;2;1;46;;1 553,65;;3;GZ;84
05301925;1;2;42;4;1;1;1;48;;2 778,74;;3;GZ;44
05302753;1;2;43;3;1;1;1;55;;2 415,95;;4;OQ;11
05305080;1;2;58;5;1;1;2;13;;1 328,83;;7;BE;93
05305099;1;2;33;4;1;1;1;33;;2 096,58;1 372,61;2;OQ;11
05308210;1;2;34;5;1;1;2;19;5;1 247,83;1 605,60;14;RU;11
05309201;1;1;35;3;1;1;1;39;;1 218,68;1 525,40;2;HZ;76
05309840;1;2;51;2;2;1;1;33;;1 815,82;827,91;4;OQ;75
05310378;1;2;47;7;1;1;2;17;;2 213,50;;1;AZ;28
05312520;1;2;53;3;1;1;1;38;;4 178,85;;3;GZ;27
05313874;1;1;41;6;3;8;1;38;;0,00;;-1;OQ;27
05314309;1;2;52;5;2;2;2;13;;2 277,93;;10;AZ;44
05314807;1;1;27;1;1;1;1;38;;1 833,98;1 004,77;11;RU;32
05315218;1;2;25;4;2;1;1;48;;999 999,00;987,23;2;GZ;24
05315774;1;1;54;4;1;1;1;39;;2 854,16;1 639,31;6;GZ;76
05316247;1;2;36;1;2;1;1;42;;999 999,00;1 221,83;1;GZ;75
05316395;1;2;43;4;1;1;1;47;;2 335,15;399,32;2;OQ;11
05318409;1;2;21;4;3;8;1;99;;0,00;;-1;HZ;24
05318409;2;2;21;4;3;8;1;47;;0,00;;-1;BE;44
05318765;1;1;38;2;1;3;1;35;;3 586,54;874,69;4;MN;75
05319197;1;2;53;6;1;1;1;40;;5 485,90;;13;GZ;11
05320330;1;1;55;4;1;2;1;46;;3 174,59;;3;RU;44
05323385;1;1;39;5;1;1;1;37;;1 559,04;631,76;1;FZ;44
05324131;1;2;34;7;1;1;1;39;;5 108,58;604,88;18;OQ;11
05324987;1;1;43;9;1;1;1;33;;2 128,35;199,10;5;FZ;84
05325143;1;1;61;4;1;1;1;40;;2 859,54;499,63;7;RU;84
05325143;2;1;61;4;1;1;1;35;;4 103,20;;5;JZ;52
05328744;1;1;41;4;1;1;1;31;;1 467,81;2 829,01;5;OQ;84
05329494;1;1;47;9;1;1;9;54;;2 983,09;1 888,64;4;BE;84
05330181;1;2;59;3;2;1;2;12;;710,60;3 076,40;2;GZ;32
05332979;1;1;28;4;1;1;1;28;;2 311,08;;4;OQ;76
05333447;1;2;30;2;1;1;1;31;;3 103,53;;14;MN;84
05337459;1;2;37;5;2;1;1;36;;2 571,05;133,79;6;OQ;11
05340537;1;1;53;3;2;1;1;42;;2 574,14;;1;OQ;53
05341085;1;1;39;3;1;1;1;34;1;2 702,19;;14;AZ;28
05341469;1;1;64;3;2;1;1;99;;1 961,43;3 529,16;4;MN;84
05344119;1;2;34;7;1;2;1;37;9;10 000,00;88,21;18;GZ;76
05345293;1;1;47;1;2;2;1;38;;3 202,52;;1;MN;84
05345447;1;1;25;3;1;1;1;43;;999 999,00;;2;OQ;11
05348888;1;1;38;5;1;1;2;14;;3 186,36;;1;FZ;76
05349215;1;2;37;1;1;1;1;38;;1 188,37;;10;FZ;28
05349259;1;2;55;4;1;2;2;13;;1 853,04;418,24;1;FZ;11
05352195;1;2;53;3;1;1;2;25;2;2 224,22;;7;BE;11
05352195;2;2;53;3;1;1;1;45;1;3 142,32;639,65;7;RU;28
05354031;1;2;38;3;1;3;2;9;;1 873,98;;2;OQ;76
05355123;1;2;20;1;1;9;1;40;;1 959,06;3 044,79;0;MN;75
05355691;1;2;57;2;2;2;9;36;;2 722,38;;2;RU;52
05356999;1;2;37;7;1;1;1;46;;3 713,75;;3;BE;84
05364060;1;2;56;5;2;2;1;38;;2 102,63;1 594,42;4;GZ;44
05366664;1;1;61;5;1;2;1;40;;3 118,14;;6;OQ;44
05366664;2;1;61;5;1;2;1;33;;1 919,53;;5;FZ;75
05367466;1;1;51;6;1;9;2;25;;4 471,97;324,02;5;BE;11
05367477;1;1;38;3;3;8;1;44;;0,00;;-1;OQ;76
05368547;1;2;33;7;1;1;1;46;;2 295,21;;6;BE;44
05372212;1;2;50;4;1;1;1;38;;2 037,28;;1;MN;11
05372212;2;2;50;4;1;1;2;14;;1 974,85;;5;OQ;84
05372481;1;1;56;9;1;2;9;33;;3 003,63;;7;OQ;76
05372481;2;1;56;9;1;1;1;32;;5 551,56;550,87;31;RU;52
05372516;1;2;54;7;1;2;1;40;1;3 096,55;3 053,19;1;OQ;75
05372880;1;1;56;3;2;1;2;12;;1 059,45;;3;OQ;44
05374698;1;2;64;7;1;1;1;35;;10 000,00;;11;OQ;93
05374698;2;2;64;7;1;1;1;40;;4 962,35;;8;OQ;11
05375059;1;1;48;1;1;1;1;45;;2 859,67;770,81;1;MN;28
05375573;1;1;29;7;2;1;2;24;;1 509,19;999 999,00;4;BE;52
05377640;1;2;51;4;1;2;1;44;1;2 105,78;;11;FZ;84
05378843;1;1;45;6;1;1;1;41;;3 794,21;518,22;6;GZ;11
05379401;1;1;37;3;1;1;1;47;;1 589,13;;0;FZ;53
05380100;1;1;60;1;2;1;1;47;;1 763,58;;3;FZ;11
05383856;1;2;51;3;1;1;1;42;;3 742,55;999 999,00;1;OQ;28
05386362;1;1;53;2;1;1;1;28;;3 494,70;;31;HZ;32
05386405;1;1;50;6;1;2;1;45;2;4 083,64;;11;GZ;32
05389979;1;1;28;1;1;1;1;60;;1 571,75;999 999,00;10;OQ;11
05390210;1;1;62;7;2;1;1;99;;6 509,54;;8;BE;53
05390866;1;1;26;6;1;1;2;11;;2 595,84;;3;MN;76
05391668;1;1;62;9;1;1;1;46;;999 999,00;;4;FZ;44
05391958;1;2;61;1;1;1;1;43;;1 477,94;;0;BE;75
05393909;1;2;37;3;1;2;1;41;;1 062,66;;1;GZ;52
05395837;1;2;26;4;1;1;1;44;;2 391,58;254,67;1;OQ;28
05399571;1;1;59;2;1;1;1;42;;999 999,00;;1;GZ;76
05400909;1;2;26;4;1;1;1;35;;1 284,02;1 774,39;1;GZ;84
05400909;2;2;26;4;1;1;2;16;;957,26;;9;GZ;11
05401351;1;1;32;4;1;1;1;37;;1 285,67;842,54;7;BE;24
05403923;1;2;25;6;1;1;1;40;;1 895,60;575,85;7;OQ;93
05404499;1;2;36;6;2;1;1;41;;999 999,00;;13;MN;11
05408880;1;1;40;4;1;1;1;40;;1 872,25;1 125,21;1;OQ;76
05409363;1;1;51;6;1;1;1;36;;4 483,60;;4;OQ;75
05411345;1;1;55;3;1;9;1;35;;2 807,31;;3;MN;11
05412358;1;1;28;1;1;1;1;38;;1 986,69;;8;RU;11
05412715;1;2;23;7;1;1;2;17;;803,80;370,91;6;OQ;28
05412715;2;2;23;7;1;2;2;24;2;1 284,78;;2;OQ;11
05412812;1;2;44;3;1;1;1;39;9;2 552,21;1 152,46;1;OQ;93
05413202;1;2;57;7;1;1;1;49;;5 299,33;;6;GZ;75
05415845;1;1;45;7;1;2;1;35;;2 184,36;;12;OQ;27
05416710;1;1;50;7;2;2;1;38;;3 449,89;999 999,00;0;RU;52
05419802;1;2;62;5;1;1;1;32;;1 573,72;2 776,42;4;JZ;75
05421000;1;2;50;6;1;1;1;53;;2 672,83;435,65;5;OQ;44
05421798;1;2;31;3;1;1;1;48;;1 642,97;2 013,76;5;FZ;32
05421798;2;2;31;3;1;3;2;19;;1 268,08;;3;AZ;11
05431956;1;1;71;3;2;1;9;39;;2 998,56;;4;OQ;52
05434325;1;2;47;3;1;1;1;26;;2 733,82;1 544,27;2;BE;11
05437726;1;1;33;5;2;1;1;40;9;3 544,93;;9;OQ;44
05438445;1;2;39;1;1;1;2;29;;1 328,32;;5;MN;44
05439051;1;1;46;3;1;1;2;29;;1 230,09;;11;JZ;11
05440451;1;2;44;1;1;1;1;32;;3 058,28;1 083,32;2;AZ;84
05440451;2;2;44;1;1;1;2;15;;955,42;999 999,00;2;MN;44
05440684;1;2;54;7;1;1;1;34;;3 559,28;;1;BE;53
05441209;1;2;55;3;3;8;1;58;;0,00;;-1;MN;76
05442504;1;2;61;5;2;1;2;23;;866,50;1 894,27;11;MN;52
05442649;1;2;55;1;1;1;1;33;;4 316,52;426,17;13;OQ;27
05442649;2;2;55;1;1;1;2;15;;1 517,20;615,20;17;GZ;11
05445568;1;1;23;1;3;8;1;48;;0,00;;-1;GZ;11
05445600;1;1;46;2;1;1;1;32;;1 541,09;;3;BE;93
05448728;1;1;41;7;2;1;2;25;;1 564,54;723,69;11;OQ;32
05451747;1;1;47;7;1;1;1;47;;2 424,02;;4;JZ;11
05451747;2;1;47;7;1;1;2;27;;2 094,75;;1;BE;28
05452280;1;2;22;4;1;1;1;31;;1 372,62;999 999,00;6;FZ;84
05453757;1;2;57;7;1;1;1;37;;5 994,63;;2;GZ;11
05457618;1;2;38;3;1;1;1;52;;1 536,78;;6;OQ;75
05458236;1;2;54;3;1;1;2;16;;678,37;;3;OQ;93
05459543;1;1;23;2;1;1;1;40;;3 426,79;;1;OQ;53
05460575;1;2;35;3;2;1;9;22;;2 192,95;;19;JZ;11
05460835;1;1;33;5;1;1;1;32;;999 999,00;1 662,42;6;BE;75
05463236;1;1;32;1;2;1;1;37;;1 316,11;;5;BE;11
05463996;1;2;49;4;1;2;2;19;;999 999,00;;5;MN;84
05465842;1;2;43;6;1;2;1;38;;2 026,25;2 508,36;6;OQ;93
05466843;1;2;27;1;1;1;1;29;;2 193,59;999 999,00;11;BE;11
05469883;1;2;27;3;1;1;1;33;;1 459,33;;11;BE;28
05474212;1;1;41;9;2;1;1;46;;2 752,13;;14;OQ;84
05474212;2;1;41;9;2;1;2;9;;837,85;;0;FZ;76
05475871;1;1;40;3;3;8;1;45;;0,00;;-1;FZ;27
05476674;1;2;34;6;1;2;2;15;;3 133,56;1 470,35;1;OQ;44
05478304;1;1;30;7;1;1;1;37;;999 999,00;368,52;14;HZ;75
05479849;1;2;25;7;1;1;1;42;;3 932,64;;4;BE;11
05480254;1;2;62;1;1;1;1;38;;4 528,53;2 519,23;7;BE;11
05480848;1;1;41;3;1;2;1;44;;2 857,94;4 056,37;0;GZ;52
05480848;2;1;41;3;1;2;2;19;1;1 919,87;;22;MN;76
05481501;1;1;24;7;3;8;1;50;;0,00;;-1;OQ;27
05481778;1;2;20;3;1;1;9;33;;2 359,80;917,57;3;JZ;93
05482322;1;2;40;5;1;3;1;23;;999 999,00;;8;GZ;11
05485371;1;2;44;3;2;1;1;36;;1 732,24;1 814,17;3;GZ;75
05487603;1;2;53;3;1;1;1;37;;2 265,94;1 537,26;1;GZ;32
05487778;1;2;57;4;1;1;2;19;;1 877,89;1 847,05;17;OQ;11
05489811;1;1;35;3;1;1;1;35;;2 501,60;2 282,97;7;HZ;24
05489811;2;1;35;3;1;1;2;25;;1 910,41;1 607,48;6;GZ;24
05492104;1;2;55;7;1;1;2;23;;2 608,53;307,64;12;JZ;44
05493317;1;1;40;6;1;1;1;44;;999 999,00;;2;GZ;75
05493487;1;2;47;1;1;1;1;41;;1 670,57;999 999,00;0;BE;84
05493712;1;2;35;3;3;8;1;57;2;0,00;;-1;OQ;44
05494465;1;1;38;1;1;1;1;30;;3 058,34;992,06;5;OQ;52
05497876;1;2;58;7;3;8;1;57;;0,00;;-1;OQ;75
05498180;1;2;56;2;1;1;9;99;;1 145,62;;17;RU;11
05499466;1;2;58;5;1;1;1;38;;3 106,29;445,04;1;OQ;28
05499979;1;1;28;4;1;1;1;39;99;1 514,49;1 091,62;6;MN;11
05506592;1;1;29;3;1;2;1;32;;2 025,82;814,48;1;MN;24
05507960;1;1;44;4;1;1;1;39;;2 960,30;;9;GZ;53
05508741;1;2;24;1;1;1;1;42;;2 854,53;253,12;8;JZ;84
05508970;1;2;22;1;2;1;1;45;;1 716,66;630,69;5;OQ;76
05509115;1;2;38;3;1;1;1;99;;1 880,15;1 802,58;1;AZ;28
05509145;1;2;29;6;1;1;1;42;;2 871,58;;2;FZ;28
05512544;1;2;56;1;1;1;9;37;;4 363,18;2 524,08;7;MN;84
05513634;1;1;52;9;2;1;1;38;;2 258,50;636,21;15;OQ;32
05513634;2;1;52;9;2;1;2;24;;4 123,50;1 638,22;2;BE;11
05513986;1;1;51;9;1;1;1;30;;2 846,98;;3;BE;28
05515233;1;1;47;2;2;1;1;42;;3 706,48;;16;OQ;44
05515629;1;2;57;2;1;1;2;10;;1 222,16;;4;MN;93
05516127;1;2;28;1;1;1;1;31;;819,87;;9;OQ;52
05516678;1;2;59;1;3;8;1;57;;0,00;;-1;GZ;93
05516678;2;2;59;1;3;8;2;36;;0,00;;-1;FZ;52
05517249;1;1;41;4;1;1;1;37;;1 586,26;;13;OQ;44
05520182;1;1;61;1;2;1;1;45;;4 931,67;1 519,05;3;GZ;84
05520182;2;1;61;1;2;1;1;39;;1 013,32;;0;MN;44
05520241;1;2;56;4;1;1;1;37;;2 598,20;;2;MN;44
05525938;1;1;50;4;1;2;1;38;1;2 208,27;562,45;4;OQ;84
05525938;2;1;50;4;1;1;2;10;;1 013,17;;2;OQ;84
05526464;1;1;45;1;2;1;1;43;;3 616,85;;20;OQ;11
05528691;1;1;26;1;1;1;1;27;;2 034,73;;5;RU;11
05529450;1;1;50;7;1;1;1;38;;2 385,64;894,63;1;BE;11
05530169;1;1;35;3;3;8;1;60;;0,00;;-1;BE;11
05531335;1;2;60;5;3;8;1;60;;0,00;999 999,00;-1;OQ;11
05532854;1;2;20;3;1;1;1;34;1;1 906,12;999 999,00;0;OQ;76
05533066;1;1;40;3;1;1;1;37;2;2 086,29;549,79;3;GZ;93
05533109;1;2;40;4;1;1;9;60;;2 330,33;164,52;1;BE;11
05533746;1;1;30;5;2;1;1;32;;2 162,41;;13;OQ;52
05535315;1;1;47;6;1;1;1;43;;4 237,18;;10;AZ;93
05536218;1;2;57;1;2;1;2;21;;1 200,06;;0;JZ;75
05537004;1;1;27;7;2;1;1;27;;5 785,99;;1;GZ;32
05537425;1;2;29;7;1;1;9;30;;1 401,62;;0;MN;76
05539849;1;1;31;6;1;1;2;10;;1 387,89;931,53;1;GZ;11
05539972;1;2;35;3;1;1;1;35;;2 030,90;1 231,99;3;AZ;11
05542206;1;2;48;4;1;1;1;47;;2 535,87;;8;AZ;32
05546156;1;1;63;4;3;8;1;55;;0,00;;-1;OQ;11
05549059;1;1;45;3;1;1;1;48;;4 785,45;;3;GZ;75
05549855;1;1;36;2;2;1;1;48;;1 957,39;;0;OQ;32
05550167;1;1;39;7;2;1;1;28;;6 491,76;353,09;2;GZ;75
05551180;1;2;56;5;2;2;2;14;;1 373,70;;10;GZ;76
05557043;1;2;42;5;2;1;9;99;;999 999,00;;19;MN;84
05558350;1;1;31;2;2;1;1;41;;2 772,50;;6;GZ;84
05558417;1;1;34;3;1;1;1;40;;1 608,65;3 351,31;3;GZ;84
05560069;1;2;33;3;1;1;1;46;;1 308,84;;1;OQ;84
05560769;1;1;56;6;1;3;2;26;;999 999,00;;1;OQ;28
05562433;1;1;52;3;1;2;2;9;;2 245,87;;22;RU;76
05563779;1;1;34;6;1;1;1;60;;2 039,93;;5;MN;32
05565793;1;1;21;3;1;1;1;47;;3 101,25;;1;OQ;27
05565832;1;2;20;1;3;8;1;60;;0,00;999 999,00;-1;FZ;76
05567284;1;2;40;2;1;1;1;40;;1 549,84;2 737,25;0;OQ;93
05569295;1;2;58;4;1;1;9;15;;1 366,48;1 146,40;6;AZ;11
05571506;1;1;57;5;1;1;1;31;1;2 131,91;;3;OQ;44
05573670;1;1;47;9;1;1;1;43;;1 997,87;;18;MN;44
05574452;1;2;63;5;1;1;2;26;;2 993,01;2 307,55;5;GZ;44
05574759;1;1;68;4;1;1;1;38;;2 610,06;;7;GZ;84
05574759;2;1;68;4;1;1;1;37;1;2 074,38;426,84;4;HZ;76
05577191;1;1;39;5;2;2;1;32;;3 455,57;;17;OQ;84
05577191;2;1;39;5;2;1;2;29;;4 303,69;;8;FZ;11
05577426;1;2;46;4;1;1;2;19;;857,39;214,39;6;OQ;11
05579043;1;2;29;7;2;1;1;99;;2 588,85;;2;MN;84
05579043;2;2;29;7;2;2;2;17;;999 999,00;512,82;8;BE;75
05579243;1;1;21;1;1;1;1;39;;1 358,06;;2;OQ;76
05579591;1;2;22;1;2;1;1;35;;1 641,73;498,87;6;MN;93
05579591;2;2;22;1;2;1;2;8;;529,80;464,34;5;MN;76
05580531;1;1;62;4;1;1;1;31;;2 895,45;;9;OQ;11
05581247;1;2;33;6;1;1;2;23;;1 303,09;;17;BE;84
05583852;1;2;37;9;1;1;2;23;;1 333,79;825,59;9;OQ;52
05586565;1;1;28;2;1;1;1;32;;2 256,47;1 074,23;11;FZ;52
05588005;1;1;49;9;1;1;1;99;;2 164,13;;0;OQ;84
05589611;1;2;34;3;1;1;1;43;;1 707,03;;1;OQ;28
05589890;1;2;21;1;1;1;1;43;;2 050,25;;5;MN;28
05593706;1;1;57;3;3;8;9;60;;0,00;;-1;OQ;32
05593877;1;2;60;5;3;8;1;48;;0,00;;-1;GZ;11
05595222;1;1;44;5;1;1;1;44;;2 513,93;;2;GZ;11
05595613;1;1;42;7;1;1;1;99;;5 223,37;;5;MN;52
05595799;1;1;67;7;1;2;1;33;;2 932,66;;5;OQ;24
05596040;1;1;38;7;2;1;1;44;;2 038,00;;2;RU;11
05596337;1;2;29;3;1;1;9;39;;1 834,60;7 915,44;13;HZ;76
05596853;1;1;36;3;1;1;1;44;;1 895,99;1 022,96;3;OQ;93
05597461;1;1;38;4;1;1;1;35;;4 917,54;;9;AZ;32
05600104;1;2;20;5;1;1;1;30;;1 926,51;;4;MN;76
05601911;1;1;37;4;1;3;1;22;;1 975,85;;2;FZ;44
05603200;1;2;35;6;2;1;1;41;;4 265,15;978,52;1;BE;53
05603200;2;2;35;6;2;2;1;36;;4 841,07;;3;HZ;24
05604342;1;2;64;4;2;1;1;37;;999 999,00;;9;GZ;52
05605783;1;2;60;7;1;1;1;45;;999 999,00;4 265,50;2;AZ;93
05606248;1;2;55;7;2;2;9;36;;3 200,46;;6;OQ;11
05608583;1;1;22;1;1;1;2;26;;942,85;327,77;2;BE;32
05608982;1;2;46;3;1;2;2;14;;1 096,13;;6;BE;75
05609319;1;2;50;1;1;1;1;36;;2 986,84;;5;GZ;76
05609804;1;1;29;4;1;1;1;33;;3 826,32;;2;MN;11
05610747;1;1;54;2;2;1;1;55;;2 266,42;1 151,42;2;HZ;84
05611019;1;2;73;6;2;1;1;31;;5 177,89;558,60;1;GZ;32
05612076;1;2;48;4;1;1;1;37;;4 798,77;501,69;7;GZ;11
05612989;1;1;45;3;1;1;1;37;1;2 134,92;999 999,00;27;RU;28
05613497;1;2;42;3;1;1;2;27;;786,07;635,61;9;GZ;93
05614693;1;1;59;7;1;1;1;38;;3 111,36;832,88;3;MN;27
05615361;1;1;35;9;1;2;1;44;;2 566,73;;1;OQ;84
05616381;1;1;34;6;1;1;1;42;;4 348,81;449,49;11;OQ;11
05619082;1;1;45;9;1;2;1;31;;3 022,98;3 144,98;11;MN;84
05624899;1;1;56;4;1;1;1;33;;999 999,00;659,73;7;MN;28
05625312;1;2;23;3;2;2;2;21;;939,71;572,04;6;RU;28
05625701;1;1;55;7;1;1;9;15;;2 742,75;1 814,01;1;BE;24
05626087;1;1;56;6;1;1;1;35;;3 489,72;;9;OQ;28
05627024;1;2;53;5;1;1;1;36;;2 213,83;999 999,00;4;OQ;32
05627436;1;1;73;6;1;1;1;39;;3 383,36;;4;OQ;75
05627934;1;1;49;4;1;1;1;40;;1 234,31;999 999,00;13;GZ;52
05629039;1;1;31;5;1;1;9;24;;2 899,63;803,07;14;HZ;28
05629110;1;2;72;4;1;1;2;30;;1 189,88;;4;BE;76
05629922;1;2;27;9;2;3;1;38;;2 424,83;;7;BE;11
05633295;1;1;17;3;1;1;1;36;;1 609,64;;1;OQ;84
05635627;1;2;35;4;1;1;2;25;;653,10;1 497,94;3;JZ;28
05638760;1;2;31;1;1;1;1;36;;1 863,44;2 418,72;4;FZ;93
05639271;1;2;51;4;1;1;1;32;;1 938,95;;2;RU;24
05640842;1;2;54;9;1;1;1;47;;2 436,01;;28;OQ;44
05641342;1;2;50;1;1;1;1;33;;1 522,76;451,67;3;OQ;11
05641342;2;2;50;1;1;2;1;35;;2 690,09;1 314,85;21;HZ;52
05643123;1;1;43;5;1;1;1;37;;4 665,04;;18;OQ;11
05644673;1;1;26;6;1;1;1;26;;6 854,47;875,14;1;GZ;84
05647564;1;2;64;4;1;1;1;34;;2 590,18;;3;RU;93
05647944;1;1;56;5;1;1;1;38;;5 880,80;;4;MN;75
05647960;1;1;43;6;2;2;1;50;;4 480,64;1 663,73;5;GZ;84
05649046;1;1;63;5;2;1;1;50;99;3 105,34;;2;FZ;84
05650248;1;1;27;7;1;1;1;40;;4 133,34;1 196,40;6;FZ;24
05650660;1;1;56;6;1;1;1;39;;4 668,04;;1;BE;28
05652747;1;2;29;3;1;1;2;10;;744,30;;1;FZ;44
05652747;2;2;29;3;1;1;2;25;;999 999,00;;13;GZ;84
05654213;1;1;28;3;1;1;2;21;;1 158,75;654,06;4;MN;32
05654574;1;1;53;1;3;8;1;60;;0,00;;-1;HZ;11
05654761;1;2;23;9;1;1;2;24;;918,47;999 999,00;7;GZ;53
05654930;1;2;44;3;1;1;2;21;;1 281,57;3 290,42;6;GZ;11
05656317;1;2;24;4;1;1;2;25;;1 913,00;;0;MN;76
05658426;1;1;21;9;1;1;1;45;1;2 129,55;;2;BE;24
05659658;1;1;28;6;2;1;1;41;;2 027,48;;9;GZ;84
05660137;1;2;52;3;1;1;1;48;;3 722,60;270,19;1;OQ;11
05663484;1;1;36;5;1;1;1;31;;3 299,70;;14;MN;32
05663484;2;1;36;5;1;1;2;24;;1 611,47;1 528,67;2;OQ;84
05664488;1;1;45;7;1;2;1;38;;2 739,01;345,93;1;BE;52
05668367;1;2;72;5;2;1;2;11;;875,95;1 749,56;1;OQ;76
05670124;1;2;53;7;1;1;2;30;;999 999,00;;5;OQ;84
05672625;1;1;47;6;1;1;1;32;;10 000,00;;1;GZ;11
05672870;1;2;40;4;2;1;1;30;;3 410,59;999 999,00;13;BE;11
05673491;1;1;26;7;1;2;1;39;5;4 392,34;;2;MN;53
05673491;2;1;26;7;1;1;9;42;;4 703,24;;6;OQ;32
05674589;1;2;49;5;1;1;1;37;1;3 073,02;;0;FZ;44
05674947;1;2;53;6;1;1;1;45;;3 462,71;;1;BE;11
05676299;1;1;42;1;1;1;9;42;;1 227,25;;2;OQ;32
05676387;1;1;62;9;1;1;1;40;;2 650,36;2 140,47;3;AZ;11
05678707;1;2;36;5;1;2;1;37;;1 338,60;773,63;0;OQ;27
05678985;1;2;35;3;1;1;1;46;;1 341,62;1 160,26;7;OQ;53
05679470;1;2;59;1;1;1;2;30;;1 908,05;693,76;1;OQ;93
05680276;1;2;54;2;3;8;1;60;;0,00;;-1;GZ;84
05684402;1;2;26;3;3;8;1;52;;0,00;;-1;BE;75
05684782;1;2;26;3;2;1;1;39;;2 660,63;1 091,24;2;OQ;93
05685795;1;1;27;3;2;1;1;48;;1 995,76;;11;RU;11
05689877;1;1;30;3;1;1;1;44;;2 575,42;317,86;8;HZ;44
05692686;1;1;52;9;2;1;1;34;;1 471,80;559,91;3;GZ;84
05693159;1;2;49;3;1;1;1;25;;999 999,00;;9;OQ;11
05698122;1;2;61;1;2;1;1;45;99;1 980,65;;2;OQ;32
05698847;1;1;43;3;1;9;1;40;;5 714,86;1 316,94;1;JZ;44
05699197;1;2;47;5;1;1;1;43;;2 241,75;;4;GZ;84
05699352;1;1;60;4;1;2;2;18;;2 239,44;;2;BE;11
05704792;1;1;58;6;1;1;1;37;;4 396,81;;9;MN;32
05705109;1;1;53;6;1;1;1;33;;5 874,08;583,15;2;MN;24
05705566;1;1;27;7;1;2;1;32;;4 218,45;;6;BE;84
05706602;1;2;44;1;1;1;1;40;1;1 804,69;;10;MN;27
05706602;2;2;44;1;1;1;1;36;;1 803,61;3 386,69;4;RU;11
05707048;1;1;33;7;3;8;1;42;1;0,00;;-1;OQ;84
05708583;1;2;41;7;1;1;1;99;;2 435,87;1 274,34;11;FZ;11
05710311;1;2;63;4;1;2;1;49;;3 953,52;;2;OQ;75
05711021;1;2;20;6;1;1;1;35;;1 707,46;1 321,50;1;BE;24
05711945;1;1;58;3;1;2;1;32;2;2 732,06;185,52;4;FZ;84
05714613;1;2;72;7;1;1;1;34;;999 999,00;;1;FZ;84
05716222;1;2;46;3;1;1;1;33;;2 181,03;3 152,54;15;GZ;44
05717093;1;2;20;4;1;1;1;37;;2 054,30;;4;AZ;84
05719360;1;2;48;4;2;2;1;41;;2 135,02;518,27;2;AZ;11
05722236;1;1;20;5;1;1;1;38;;10 000,00;;4;OQ;93
